,loss,recall_16,accuracy,val_loss,val_recall_16,val_accuracy
0,3.1972696781158447,0.7704198956489563,0.12651541829109192,3.1579840183258057,0.7919191718101501,0.13617335259914398
1,3.175407648086548,0.7754309773445129,0.12755535542964935,3.1555898189544678,0.7919191718101501,0.12312238663434982
2,3.174483299255371,0.7746291756629944,0.1262417584657669,3.1555516719818115,0.7723905444145203,0.13617335259914398
3,3.1765058040618896,0.7742533683776855,0.1311677247285843,3.147768974304199,0.7919191718101501,0.13617335259914398
4,3.1742656230926514,0.7749298214912415,0.12979941070079803,3.146087169647217,0.7795735001564026,0.13617335259914398
5,3.1722159385681152,0.775255560874939,0.1315234899520874,3.157072067260742,0.7795735001564026,0.13617335259914398
6,3.174008369445801,0.7750551104545593,0.12916997075080872,3.144775390625,0.7919191718101501,0.13617335259914398
7,3.1720173358917236,0.7756814956665039,0.1288415789604187,3.157543659210205,0.7865319848060608,0.13617335259914398
8,3.1731112003326416,0.7749047875404358,0.12971730530261993,3.1552369594573975,0.7865319848060608,0.13617335259914398
9,3.1745147705078125,0.7740278840065002,0.12952573597431183,3.156168222427368,0.7919191718101501,0.12312238663434982
