,loss,recall_2,accuracy,val_loss,val_recall_2,val_accuracy
0,3.1992666721343994,0.893988311290741,0.13001833856105804,3.1664822101593018,0.9051490426063538,0.13124845921993256
1,3.1742208003997803,0.8993465304374695,0.1312498301267624,3.160869598388672,0.9053748846054077,0.13124845921993256
2,3.1739633083343506,0.8988457322120667,0.13371281325817108,3.153374671936035,0.9051490426063538,0.13124845921993256
3,3.1748740673065186,0.8976188898086548,0.13289181888103485,3.151948928833008,0.9094399213790894,0.13124845921993256
4,3.1735265254974365,0.8979192972183228,0.1339591145515442,3.1614084243774414,0.8979223370552063,0.13124845921993256
5,3.1749086380004883,0.8981947302818298,0.1317697912454605,3.1567978858947754,0.9053748846054077,0.13124845921993256
6,3.1753056049346924,0.8992213010787964,0.13371281325817108,3.151414632797241,0.9051490426063538,0.13124845921993256
7,3.1743569374084473,0.8995468020439148,0.13327495753765106,3.163062334060669,0.9094399213790894,0.11351883411407471
8,3.172550678253174,0.8986203670501709,0.13341177999973297,3.157970428466797,0.9094399213790894,0.13124845921993256
9,3.173466205596924,0.8987205624580383,0.1345064491033554,3.154789924621582,0.9094399213790894,0.13124845921993256
