,loss,recall_18,accuracy,val_loss,val_recall_18,val_accuracy
0,3.1966798305511475,0.5185185074806213,0.12774690985679626,3.18937611579895,0.5227785110473633,0.10391528904438019
1,3.174557685852051,0.5222998261451721,0.12791112065315247,3.1829934120178223,0.5227785110473633,0.13198719918727875
2,3.1732070446014404,0.5211729407310486,0.1290057748556137,3.1719624996185303,0.5227785110473633,0.13198719918727875
3,3.1735947132110596,0.5236020088195801,0.12979941070079803,3.1705617904663086,0.5065403580665588,0.13198719918727875
4,3.172680139541626,0.5218490958213806,0.1290331482887268,3.1719233989715576,0.5227785110473633,0.13198719918727875
5,3.1734867095947266,0.5232765078544617,0.12771955132484436,3.177690267562866,0.5227785110473633,0.10391528904438019
6,3.173147678375244,0.5226253867149353,0.12670698761940002,3.1657965183258057,0.5227785110473633,0.11721251159906387
7,3.1712749004364014,0.5216988325119019,0.1291152387857437,3.1828231811523438,0.5227785110473633,0.13198719918727875
8,3.173393726348877,0.5223749876022339,0.13040146231651306,3.1730353832244873,0.5227785110473633,0.13198719918727875
9,3.173269033432007,0.5237522721290588,0.1284037083387375,3.175088405609131,0.5227785110473633,0.13198719918727875
