,loss,recall_9,accuracy,val_loss,val_recall_9,val_accuracy
0,3.1941745281219482,0.5171515345573425,0.12788374722003937,3.2034621238708496,0.5228801965713501,0.13100221753120422
1,3.1717190742492676,0.521511435508728,0.13010042905807495,3.216916561126709,0.5228801965713501,0.11893622577190399
2,3.169647216796875,0.5218121409416199,0.12952573597431183,3.223402738571167,0.5228801965713501,0.13100221753120422
3,3.1717371940612793,0.5224134922027588,0.12687118351459503,3.199800729751587,0.5228801965713501,0.13100221753120422
4,3.169036626815796,0.5244180560112,0.13026463985443115,3.201258897781372,0.5228801965713501,0.13100221753120422
5,3.1686294078826904,0.5242927670478821,0.13010042905807495,3.2119643688201904,0.5228801965713501,0.13100221753120422
6,3.169593572616577,0.5227141976356506,0.12955310940742493,3.1971380710601807,0.5228801965713501,0.13100221753120422
7,3.1694934368133545,0.5200831890106201,0.13108563423156738,3.2171790599823,0.5228801965713501,0.11893622577190399
8,3.1690914630889893,0.5235661268234253,0.1291426122188568,3.2100954055786133,0.49147599935531616,0.13100221753120422
9,3.1694390773773193,0.522764265537262,0.1286773830652237,3.2034902572631836,0.5228801965713501,0.13100221753120422
