,loss,recall_2,val_loss,val_recall_2
0,3.1940762996673584,0.8951106667518616,3.2684948444366455,0.8811134099960327
1,3.144968271255493,0.9044039249420166,3.263775587081909,0.8870967626571655
2,3.1332011222839355,0.9049070477485657,3.2691476345062256,0.8873569369316101
3,3.0888335704803467,0.9096424579620361,3.2931251525878906,0.8852757811546326
4,3.021470308303833,0.916420042514801,3.3444299697875977,0.8790322542190552
5,2.9552650451660156,0.9224576950073242,3.40450119972229,0.8647242188453674
6,2.9027292728424072,0.9284361600875854,3.4473025798797607,0.871748149394989
7,2.8555450439453125,0.9317213296890259,3.4885942935943604,0.852497398853302
8,2.81666898727417,0.9366343021392822,3.534108877182007,0.860041618347168
9,2.7821853160858154,0.9389132261276245,3.5780298709869385,0.8483350872993469
