,loss,recall_1,val_loss,val_recall_1
0,4.419744491577148,0.5273932814598083,4.654420375823975,0.4790000021457672
1,4.190339088439941,0.5587995648384094,4.644313812255859,0.48500001430511475
2,4.167868614196777,0.5614749193191528,4.648173809051514,0.5090000033378601
3,4.164052963256836,0.559613823890686,4.643049716949463,0.4959999918937683
4,4.157972812652588,0.5612422823905945,4.6595234870910645,0.4950000047683716
5,4.148688316345215,0.5660114288330078,4.652345657348633,0.5049999952316284
6,4.119022369384766,0.5756659507751465,4.653116226196289,0.49000000953674316
7,4.075422763824463,0.5936954617500305,4.695917129516602,0.47200000286102295
8,4.026495456695557,0.608002781867981,4.733709335327148,0.4699999988079071
9,3.9709436893463135,0.6216121912002563,4.770727157592773,0.4699999988079071
