,loss,recall,val_loss,val_recall
0,3.190840244293213,0.5196519494056702,3.2737064361572266,0.5252341032028198
1,3.14501953125,0.5243873596191406,3.2684507369995117,0.5252341032028198
2,3.1331562995910645,0.5266958475112915,3.2729406356811523,0.525754451751709
3,3.0988333225250244,0.5368177890777588,3.2802629470825195,0.5244536995887756
4,3.0465428829193115,0.5523262619972229,3.32356858253479,0.504942774772644
5,2.9951539039611816,0.5722445845603943,3.3672831058502197,0.4997398555278778
6,2.9529755115509033,0.5878122448921204,3.4080638885498047,0.48178979754447937
7,2.9123008251190186,0.602847158908844,3.4567391872406006,0.461238294839859
8,2.8802289962768555,0.612199604511261,3.485689401626587,0.47268471121788025
9,2.8547921180725098,0.6216112375259399,3.5128860473632812,0.4518730342388153
