,loss,recall_2,val_loss,val_recall_2
0,3.190159797668457,0.8962057828903198,3.262604236602783,0.8816336989402771
1,3.1457901000976562,0.9037824273109436,3.2592415809631348,0.8811134099960327
2,3.1316988468170166,0.904936671257019,3.2689881324768066,0.8821539878845215
3,3.098933458328247,0.9074227809906006,3.2859861850738525,0.8818938732147217
4,3.0563013553619385,0.9137267470359802,3.3134889602661133,0.8777315020561218
5,3.0111401081085205,0.9183437824249268,3.3411879539489746,0.8824141621589661
6,2.969924211502075,0.9226944446563721,3.381742477416992,0.8759105205535889
7,2.936406135559082,0.9252989292144775,3.4268412590026855,0.8696669936180115
8,2.8987462520599365,0.9283177256584167,3.467416763305664,0.8691467046737671
9,2.868330240249634,0.9307446479797363,3.4948620796203613,0.857440173625946
