,loss,recall,val_loss,val_recall
0,4.314830780029297,0.6313830614089966,4.752791404724121,0.6060000061988831
1,4.197434425354004,0.6588344573974609,4.706446647644043,0.6039999723434448
2,4.194094181060791,0.6570897102355957,4.688705921173096,0.6140000224113464
3,4.18966007232666,0.6565080881118774,4.717752456665039,0.5910000205039978
4,4.189082145690918,0.6576712727546692,4.676764965057373,0.6140000224113464
5,4.187577724456787,0.6579039096832275,4.716862201690674,0.5950000286102295
6,4.184967517852783,0.6453413963317871,4.703564643859863,0.5920000076293945
7,4.18489933013916,0.33360475301742554,4.7161865234375,0.18700000643730164
8,4.186091423034668,0.14505060017108917,4.713834762573242,0.1550000011920929
9,4.185003757476807,0.12341514229774475,4.688714027404785,0.15199999511241913
