,loss,recall_1,val_loss,val_recall_1
0,3.187943935394287,0.7714869379997253,3.265529155731201,0.7643080353736877
1,3.145660400390625,0.7793299555778503,3.2663559913635254,0.7567638158798218
2,3.1318533420562744,0.7842429280281067,3.2678720951080322,0.7541623115539551
3,3.0869219303131104,0.8008464574813843,3.2919063568115234,0.7515608668327332
4,3.0175411701202393,0.8202912211418152,3.3478641510009766,0.7408949136734009
5,2.949495792388916,0.8355629444122314,3.396512508392334,0.7401144504547119
6,2.89204478263855,0.8459216356277466,3.447465419769287,0.7330905199050903
7,2.842573881149292,0.8569314479827881,3.517570972442627,0.7260665893554688
8,2.799410104751587,0.8638274073600769,3.5521583557128906,0.7185223698616028
9,2.7594070434570312,0.8705457448959351,3.605241060256958,0.7101976871490479
