,loss,recall_1,val_loss,val_recall_1
0,3.193688154220581,0.7722859978675842,3.2771918773651123,0.7567638158798218
1,3.1458725929260254,0.7810169458389282,3.272019386291504,0.761706531047821
2,3.133469581604004,0.7860187292098999,3.2660069465637207,0.7562434673309326
3,3.0989434719085693,0.7988042831420898,3.2746763229370117,0.7627471089363098
4,3.045553207397461,0.8160293698310852,3.309251070022583,0.7591050863265991
5,2.991898536682129,0.8298508524894714,3.362666606903076,0.7578043937683105
6,2.945662498474121,0.8410382270812988,3.3955729007720947,0.7411550283432007
7,2.9054300785064697,0.8484669327735901,3.4491019248962402,0.7453173995018005
8,2.8741462230682373,0.8545933365821838,3.470181703567505,0.7232049703598022
9,2.8363306522369385,0.8600982427597046,3.521374464035034,0.7364724278450012
